ID BRAND,NAMA PRODUK,ID KATEGORI LEVEL 1,ID KATEGORI LEVEL 2,ID KATEGORI LEVEL 3,HARGA,HARGA DISKON,HARGA MODAL,POTONGAN GOLD,POTONGAN SILVER,POTONGAN BRONZE,BERAT,DESKRIPSI,DESKRIPSI SINGKAT
1,Nike Running NK-180,9,6,64,205000,205000,205000,.,.,.,0.25,Sepatu Nike Running untuk aktifitas olahraga,Sepatu Running Nike
1,Nike Running NK-183,9,6,64,215000,215000,215000,.,.,.,0.25,Sepatu Nike Running untuk aktifitas olahraga,Sepatu Running Nike
1,Nike Running NK-197,9,6,64,250000,250000,250000,.,.,.,0.25,Sepatu Nike Running untuk aktifitas olahraga,Sepatu Running Nike
1,Nike Running NK-199,9,6,64,250000,250000,250000,.,.,.,0.25,Sepatu Nike Running untuk aktifitas olahraga,Sepatu Running Nike
1,Nike Running NK-213,9,6,64,250000,250000,250000,.,.,.,0.25,Sepatu Nike Running untuk aktifitas olahraga,Sepatu Running Nike
1,Nike Running NK-215,9,6,64,260000,260000,260000,.,.,.,0.25,Sepatu Nike Running untuk aktifitas olahraga,Sepatu Running Nike
1,Nike Running NK-217,9,6,64,250000,250000,250000,.,.,.,0.25,Sepatu Nike Running untuk aktifitas olahraga,Sepatu Running Nike
1,Nike Running NK-218,9,6,64,250000,250000,250000,.,.,.,0.25,Sepatu Nike Running untuk aktifitas olahraga,Sepatu Running Nike
1,Nike Running NK-220,9,6,64,260000,260000,260000,.,.,.,0.25,Sepatu Nike Running untuk aktifitas olahraga,Sepatu Running Nike
1,Nike Running NK-221,9,6,64,260000,260000,260000,.,.,.,0.25,Sepatu Nike Running untuk aktifitas olahraga,Sepatu Running Nike
1,Nike Running NK-223,9,6,64,235000,235000,235000,.,.,.,0.25,Sepatu Nike Running untuk aktifitas olahraga,Sepatu Running Nike
1,Nike Running NK-233,9,6,64,205000,205000,205000,.,.,.,0.25,Sepatu Nike Running untuk aktifitas olahraga,Sepatu Running Nike
1,Nike Running NK-234,9,6,64,205000,205000,205000,.,.,.,0.25,Sepatu Nike Running untuk aktifitas olahraga,Sepatu Running Nike
